architecture,K_D,K_C,n_binders,n_cleavers,mean_attachments,attachment_probability,speed,orientational_persistence_time,active_diffusivity,mobile_fraction,local_depletion_probability,receptor_contrast,persistence_length,diffusivity_shift
polarized,1.7611579977610468,10.0,4.0,16.0,3.0388641173144633,0.7597160293286158,0.0466019318887728,387.69636201706027,0.2822587564224706,1.0,0.994835439303774,0.9977242057701932,18.067399456244043,0.2822587564224706
polarized,1.6538167833956727,10.0,4.0,16.0,3.084030113645213,0.7710075284113033,0.0447580596602468,382.8337638979385,0.256970500923626,1.0,0.9939734238483948,0.9982288460631356,17.13489644450079,0.256970500923626
polarized,1.553017932813719,10.0,4.0,16.0,3.127682913788155,0.7819207284470389,0.0429735713197679,377.2281550117008,0.2333113997726503,1.0,0.9928650240707192,0.9986385883551848,16.21084102321979,0.2333113997726503
polarized,1.4583626940155214,10.0,4.0,16.0,3.1698153465527414,0.7924538366381854,0.041248153296264,371.04737340440334,0.2113395917079335,1.0,0.9914566338765304,0.998966991963501,15.305018938360943,0.2113395917079335
polarized,1.3694766186266034,10.0,4.0,16.0,3.210426528544643,0.8026066321361608,0.0395812719434394,364.45030846434474,0.1910681061691058,1.0,0.989685197997456,0.9992266804173991,14.425406769197624,0.1910681061691058
polarized,1.2860080806105665,10.0,4.0,16.0,3.2495214322257473,0.8123803580564368,0.0379721941190596,357.58350227149475,0.1724728710003762,1.0,0.9874786582192938,0.9994291753473422,13.57823016202642,0.1724728710003762
polarized,1.2076268852652798,10.0,4.0,16.0,3.287110433125228,0.821777608281307,0.0364200086775884,350.57905494006434,0.1555007306740389,1.0,0.9847571957495216,0.9995847898004544,12.76809222309791,0.1555007306740389
polarized,1.1340229629996768,10.0,4.0,16.0,3.323208844301877,0.8308022110754691,0.034923648871344,343.55364514064036,0.1400769707949501,1.0,0.9814354547189944,0.9997025785566062,11.998146871362051,0.1400769707949501
polarized,1.0649051427238374,10.0,4.0,16.0,3.3578364454741956,0.8394591113685489,0.0334819153737481,336.60844231434373,0.1261120239133054,1.0,0.9774258708366418,0.999790340061928,11.270295379658046,0.1261120239133054
polarized,1.0,10.0,4.0,16.0,3.391017013472921,0.8477542533682303,0.0320934995101,329.82968470891007,0.1135071875777658,1.0,0.972643132195382,0.9998546622750706,10.585388824621871,0.1135071875777658
polarized,1778.2794100389228,10.0,10.0,10.0,0.031215265059355,0.0031215265059355,0.0039070824760895,1969.5186396872,0.0101465021659269,1.0,0.9999975325725424,1.0,7.695071763453532,0.0101465021659269
polarized,1669.8946588711192,10.0,10.0,10.0,0.0332345628669537,0.0033234562866953,0.0041601183620668,1965.513020207961,0.011489007274321,1.0,0.9999974556425756,1.0,8.176766806248661,0.011489007274321
polarized,1568.115874245688,10.0,10.0,10.0,0.0353840242463943,0.0035384024246394,0.0044294938435581,1960.992280594856,0.0130060412774795,1.0,0.9999973661696236,1.0,8.686203234159878,0.0130060412774795
polarized,1472.5404276241222,10.0,10.0,10.0,0.0376719776244911,0.0037671977624491,0.0047162562622881,1955.8932725628972,0.0147193921192744,1.0,0.9999972617385048,1.0,9.22449389509194,0.0147193921192744
polarized,1382.790230365145,10.0,10.0,10.0,0.0401072760584367,0.0040107276058436,0.0050215187684019,1950.1459549298304,0.0166533108388778,1.0,0.9999971393663836,0.9999999999999996,9.792694513803363,0.0166533108388778
polarized,1298.51023803699,10.0,10.0,10.0,0.0426993291805034,0.0042699329180503,0.0053464642186439,1943.6728754328683,0.0188347173119906,1.0,0.9999969953406106,0.999999999999996,10.391777481250667,0.0188347173119906
polarized,1219.3670458907095,10.0,10.0,10.0,0.0454581369395813,0.0045458136939581,0.0056923492608232,1936.3886818761025,0.0212934018762107,1.0,0.999996825002159,0.99999999999997,11.022600681943976,0.0212934018762107
polarized,1145.0475699382812,10.0,10.0,10.0,0.048394325220298,0.0048394325220298,0.0060605086043587,1928.199687969312,0.0240622150772368,1.0,0.999996622453732,0.999999999999801,11.68587079985991,0.0240622150772368
polarized,1075.257808417991,10.0,10.0,10.0,0.0515191834211397,0.0051519183421139,0.0064523594743772,1919.0035261322344,0.0271772354528563,1.0,0.9999963801625056,0.9999999999988252,12.382100583202584,0.0271772354528563
polarized,1009.72167874753,10.0,10.0,10.0,0.0548447040731461,0.0054844704073146,0.0068694062439183,1908.6889274500963,0.0306779025729581,1.0,0.9999960884143296,0.9999999999937732,13.111559635923518,0.0306779025729581
polarized,948.1799253639082,10.0,10.0,10.0,0.0583836245802861,0.0058383624580286,0.0073132452351859,1897.1356777414449,0.0346070995039034,1.0,0.9999957345570272,0.9999999999701912,13.874218455743913,0.0346070995039034
polarized,890.3890941296735,10.0,10.0,10.0,0.0621494711614262,0.0062149471161426,0.0077855696761636,1884.214808044663,0.0390111655400388,1.0,0.9999953019399384,0.9999999998703114,14.669685672890957,0.0390111655400388
polarized,836.1205692482771,10.0,10.0,10.0,0.0661566050717448,0.0066156605071744,0.0082881747929507,1869.7890872338269,0.043939816588445,1.0,0.9999947684132576,0.9999999994842164,15.497138780945823,0.043939816588445
polarized,785.159668878704,10.0,10.0,10.0,0.0704202711783858,0.0070420271178385,0.0088229630122173,1853.7138931430927,0.049445947261016,1.0,0.9999941041822844,0.9999999981145512,16.355249114435008,0.049445947261016
polarized,737.3047958716827,10.0,10.0,10.0,0.0749566489609237,0.0074956648960923,0.0093919492300937,1835.8385453682704,0.0555852857452585,1.0,0.9999932687074145,0.9999999936324768,17.242102412747958,0.0555852857452585
