architecture,K_D,K_C,n_binders,n_cleavers,mean_attachments,attachment_probability,speed,orientational_persistence_time,active_diffusivity,mobile_fraction,local_depletion_probability,receptor_contrast,persistence_length,diffusivity_shift
polarized,100.0,9.077853991937548,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0589833558447503,397.5347811032656,0.5530918503727521,1.0,0.8494805763757419,0.9346436904037956,23.447935454478856,0.5530918503727521
polarized,100.0,9.80836544540667,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0596957841848441,397.5347811032656,0.5665335405569396,1.0,0.8726216871097983,0.9456464328200463,23.731150498709795,0.5665335405569396
polarized,100.0,10.0,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0598628437899836,397.5347811032656,0.5697088837898752,1.0,0.8780977313580587,0.9482255288461362,23.79756250227014,0.5697088837898752
mixed,100.0,0.0,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0,370.3645597483576,0.0,1.0,0.0,0.0,0.0,0.0
mixed,100.0,0.01,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0023710340624321,370.3645597483576,0.0003296268365329,1.0,0.0016990207058743,0.003160842940606,0.53130336522434,0.0003296268365329
mixed,100.0,0.0108047182231812,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0024644165921886,370.3645597483576,0.000355810587422,1.0,0.0018356719898798,0.0032853063829062,0.5516788884680345,0.000355810587422
mixed,100.0,0.0116741935882345,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0025614698680461,370.3645597483576,0.0003840601060269,1.0,0.001983307786537,0.0034146602711286,0.5728124027698757,0.0003840601060269
mixed,100.0,0.0126136372203744,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0026623376088015,370.3645597483576,0.0004145366776693,1.0,0.0021428100171422,0.0035490959132991,0.5947302805099144,0.0004145366776693
mixed,100.0,0.0136286795935577,10.0,10.0,0.5274619862312134,0.0527461986231213,0.002767169113734,370.3645597483576,0.0004474139785476,1.0,0.0023151312335582,0.0036888120324737,0.6174596694332158,0.0004474139785475
mixed,100.0,0.0147254042762412,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0028761194755137,370.3645597483576,0.0004828790039171,0.9999999999999996,0.0025013002450148,0.0038340150485386,0.641028504149689,0.0004828790039171
mixed,100.0,0.0159103843927215,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0029893498009037,370.3645597483576,0.0005211330630204,0.9999999999999988,0.0027024281881249,0.0039849193702831,0.6654655168028851,0.0005211330630204
mixed,100.0,0.0171907220185857,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0031070274395469,370.3645597483576,0.0005623928452596,0.9999999999999952,0.0029197150741883,0.0041417476980379,0.6908002468067431,0.0005623928452594
mixed,100.0,0.0185740907463857,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0032293262210925,370.3645597483576,0.0006068915623527,0.9999999999999843,0.0031544568502483,0.0043047313372379,0.7170630495328444,0.0006068915623521
mixed,100.0,0.0200687816766496,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0033564267009114,370.3645597483576,0.0006548801714884,0.9999999999999512,0.0034080530131064,0.0044741105232865,0.7442851038207955,0.0006548801714864
mixed,100.0,0.0216837531098743,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0034885164147308,370.3645597483576,0.0007066286848049,0.9999999999998518,0.0036820148181381,0.0046501347580132,0.7724984181923263,0.0007066286847989
mixed,100.0,0.0234286842373223,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0036257901424238,370.3645597483576,0.0007624275707839,0.9999999999995678,0.0039779741278294,0.0048330631581513,0.801735835620159,0.0007624275707664
mixed,100.0,0.0253140331524156,10.0,10.0,0.5274619862312134,0.0527461986231213,0.003768450181275,370.3645597483576,0.0008225892534882,0.9999999999987864,0.0042976929478783,0.0050231648161653,0.832031036711981,0.0008225892534389
mixed,100.0,0.027351099530412,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0039167066290065,370.3645597483576,0.0008874497158771,0.9999999999967124,0.0046430737021665,0.0052207191738196,0.8634185411518994,0.0008874497157434
mixed,100.0,0.0295520923520288,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0040707776768627,370.3645597483576,0.0009573702137666,0.9999999999914004,0.0050161703011275,0.0054260164088768,0.8959337072353826,0.0009573702134163
mixed,100.0,0.0319302030769102,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0042308899130853,370.3645597483576,0.001032739107359,0.9999999999782446,0.0054192000617607,0.005639357835279,0.9296127293313868,0.0010327391064711
mixed,100.0,0.0344996847054971,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0043972786370612,370.3645597483576,0.0011139738175902,0.9999999999467062,0.0058545565411205,0.0058610563172405,0.9644926330851972,0.0011139738154108
mixed,100.0,0.0372759372031493,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0045701881844714,370.3645597483576,0.0012015229149247,0.9999999998734268,0.0063248233491104,0.0060914366976352,1.0006112681758248,0.0012015229097373
mixed,100.0,0.0402755997985029,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0047498722637704,370.3645597483576,0.0012958683485937,0.9999999997082076,0.0068327890102109,0.0063308362410607,1.0380072984332698,0.0012958683366076
mixed,100.0,0.0435166507092441,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0049365943043118,370.3645597483576,0.0013975278246415,0.9999999993463188,0.0073814629479623,0.0065796050919928,1.0767201891089149,0.0013975277977235
mixed,100.0,0.0470185148929985,10.0,10.0,0.5274619862312134,0.0527461986231213,0.005130627816439,370.3645597483576,0.0015070573415233,0.999999998575404,0.0079740926700296,0.0068381067484394,1.1167901910846698,0.0015070572827037
mixed,100.0,0.0508021804691302,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0053322567638897,370.3645597483576,0.0016250538924001,0.9999999969765228,0.0086141822358662,0.0071067185514701,1.158258321805259,0.0016250537672081
mixed,100.0,0.0548903245092155,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0055417759488251,370.3645597483576,0.0017521583436456,0.999999993744678,0.009305512093018,0.0073858321910443,1.2011663427024375,0.0017521580838388
mixed,100.0,0.0593074489501055,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0057594914098165,370.3645597483576,0.0018890584994767,0.9999999873717718,0.0100521603721212,0.0076758542285317,1.2455567328786823,0.0018890579732505
mixed,100.0,0.06408002744416,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0059857208331415,370.3645597483576,0.0020364923630265,0.9999999751004844,0.0108585257343886,0.0079772066362868,1.2914726588161147,0.002036491321777
mixed,100.0,0.0692366640267872,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0062207939776735,370.3645597483576,0.0021952516045209,0.9999999520061504,0.0117293518688587,0.0082903273547205,1.338957939858372,0.0021952495898918
mixed,100.0,0.0748082645522508,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0064650531137305,370.3645597483576,0.0023661852476533,0.9999999094888352,0.0126697537397068,0.0086156708671918,1.3880570092268911,0.0023661814328111
mixed,100.0,0.0808282219252271,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0067188534761825,370.3645597483576,0.0025502035855882,0.999999832851684,0.0136852456863386,0.0089537087931086,1.4388148703183556,0.002550196509904
mixed,100.0,0.0873326162382843,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0069825637321188,370.3645597483576,0.0027482823383875,0.9999996974948228,0.0147817714806018,0.009304930499612,1.491277048030114,0.0027482694728878
mixed,100.0,0.0943604310147889,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0072565664634082,370.3645597483576,0.0029614670640308,0.999999463055963,0.015965736446079,0.0096698437321367,1.5454895348700646,0.0029614441134134
mixed,100.0,0.101953786853273,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0075412586644164,370.3645597483576,0.003190877835488,0.9999990645677024,0.0172440417436218,0.0100489752642108,1.601498731596859,0.0031908376376749
